,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-09-14,Call,19100.0,365.6,29-Aug-2023 15:28:07,286.05,1500,378.95,50,375.0,381.4,343.5,358.45,2.34,781.85,0.05,7150,19342.65,50,11250.0,150.0,11500,2600,5.0,18280.0
1,NFO,Options,NIFTY,2023-09-14,Call,19150.0,335.15,29-Aug-2023 15:25:00,294.2,50,338.95,50,345.0,345.0,310.5,319.55,8.85,714.45,0.05,6950,19342.65,50,5300.0,1700.0,6100,2900,4.0,16757.5
2,NFO,Options,NIFTY,2023-09-14,Call,19200.0,298.25,29-Aug-2023 15:29:58,287.4,100,296.35,800,284.0,319.25,267.0,282.15,5.07,671.85,0.05,48350,19342.65,50,17000.0,1450.0,12600,7250,3.0,14912.5
3,NFO,Options,NIFTY,2023-09-14,Call,19250.0,245.0,29-Aug-2023 15:29:57,246.95,700,254.0,200,250.15,268.65,234.35,250.35,-2.06,619.3,0.05,23450,19342.65,50,14900.0,800.0,14250,4800,2.0,12250.0
4,NFO,Options,NIFTY,2023-09-14,Call,19300.0,219.4,29-Aug-2023 15:29:55,217.9,150,219.95,50,225.0,237.75,200.45,214.7,1.53,566.05,0.05,240200,19342.65,50,63400.0,10350.0,14750,7450,1.0,10970.0
5,NFO,Options,NIFTY,2023-09-14,Call,19350.0,192.0,29-Aug-2023 15:29:51,186.6,150,191.95,300,199.95,205.65,173.0,185.55,2.21,518.55,0.05,129450,19342.65,50,28100.0,5000.0,15100,5850,0.0,9600.0
6,NFO,Options,NIFTY,2023-09-14,Call,19400.0,158.0,29-Aug-2023 15:29:59,147.25,50,158.0,700,147.5,184.55,145.0,156.8,-0.91,470.9,0.05,188500,19342.65,50,72300.0,22900.0,14100,9950,1.0,7900.0
7,NFO,Options,NIFTY,2023-09-14,Call,19450.0,133.0,29-Aug-2023 15:29:31,99.05,100,138.0,50,142.25,147.0,121.55,130.3,-0.75,426.3,0.05,39400,19342.65,50,21450.0,2900.0,16950,4600,2.0,6650.0
8,NFO,Options,NIFTY,2023-09-14,Call,19500.0,109.5,29-Aug-2023 15:29:58,109.0,200,109.5,350,120.0,125.9,99.4,107.5,-2.41,385.5,0.05,271450,19342.65,150,119200.0,45650.0,51500,7300,3.0,5475.0
9,NFO,Options,NIFTY,2023-09-14,Call,19550.0,88.2,29-Aug-2023 15:29:49,85.2,50,88.45,50,98.15,101.05,80.1,86.4,-2.38,344.95,0.05,50900,19342.65,50,23350.0,6900.0,19400,5900,4.0,4410.0
10,NFO,Options,NIFTY,2023-09-14,Call,19600.0,69.0,29-Aug-2023 15:29:57,69.0,100,69.75,500,81.3,83.1,63.75,69.0,-6.82,310.35,0.05,227650,19342.65,100,111200.0,43950.0,24100,8900,5.0,3450.0
