,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-11-30,Call,19900.0,231.1,30-Nov-2023 15:29:59,231.1,9600,233.65,50,250.0,253.9,115.45,228.85,-2.51,726.55,0.05,24279350,20133.15,150,1741900.0,-1379350.0,711200,13750,5.0,11555.0
1,NFO,Options,NIFTY,2023-11-30,Call,19950.0,184.05,30-Nov-2023 15:29:59,182.9,50,184.1,50,192.25,204.45,75.7,178.4,-2.72,642.0,0.05,36823150,20133.15,50,541650.0,-412350.0,1037750,17350,4.0,9202.5
2,NFO,Options,NIFTY,2023-11-30,Call,20000.0,133.0,30-Nov-2023 15:29:59,133.0,67150,133.6,50,163.0,163.0,44.15,128.1,-7.09,545.7,0.05,236373850,20133.15,100,2590550.0,-2293750.0,2703350,42300,3.0,6650.0
3,NFO,Options,NIFTY,2023-11-30,Call,20050.0,82.9,30-Nov-2023 15:29:59,82.8,50,83.8,14900,112.0,112.05,20.3,77.7,-17.18,440.85,0.05,567706950,20133.15,500,2329750.0,-570750.0,2884900,53550,2.0,4145.0
4,NFO,Options,NIFTY,2023-11-30,Call,20100.0,33.1,30-Nov-2023 15:29:59,33.1,21500,33.25,1050,68.2,72.0,4.55,30.55,-46.61,334.15,0.05,1512059600,20133.15,500,4794950.0,-3717600.0,3007300,258750,1.0,1655.0
5,NFO,Options,NIFTY,2023-11-30,Call,20150.0,0.05,30-Nov-2023 15:29:59,0.0,0,0.05,1821900,38.2,40.0,0.05,1.75,-99.85,237.3,0.05,1580233300,20133.15,150,14016400.0,6996100.0,0,4277200,0.0,2.5
6,NFO,Options,NIFTY,2023-11-30,Call,20200.0,0.05,30-Nov-2023 15:29:58,0.0,0,0.05,226150,16.3,19.0,0.05,0.5,-99.69,157.85,0.05,1007647700,20133.15,350,9262050.0,-3562000.0,0,1517200,1.0,2.5
7,NFO,Options,NIFTY,2023-11-30,Call,20250.0,0.05,30-Nov-2023 15:29:51,0.0,0,0.05,131200,6.0,6.95,0.05,0.2,-99.26,98.05,0.05,438431400,20133.15,100,6672650.0,-2195600.0,0,864550,2.0,2.5
8,NFO,Options,NIFTY,2023-11-30,Call,20300.0,0.05,30-Nov-2023 15:29:57,0.0,0,0.05,1315500,3.5,3.5,0.05,0.1,-98.36,57.3,0.05,320452050,20133.15,50,9201450.0,994050.0,0,1660000,3.0,2.5
9,NFO,Options,NIFTY,2023-11-30,Call,20350.0,0.05,30-Nov-2023 15:29:54,0.0,0,0.05,758300,2.4,2.4,0.05,0.1,-96.77,31.15,0.05,183354450,20133.15,50,3953900.0,613200.0,0,1047400,4.0,2.5
10,NFO,Options,NIFTY,2023-11-30,Call,20400.0,0.05,30-Nov-2023 15:29:52,0.0,0,0.05,1048650,1.1,1.25,0.05,0.1,-95.45,15.95,0.05,137102300,20133.15,200,6562050.0,-301500.0,0,1328750,5.0,2.5
