,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-09-28,Call,19450.0,210.25,27-Sep-2023 12:28:40,210.05,100,210.6,550,184.85,227.25,119.25,233.95,-10.13,765.65,0.05,7093150,19653.3,100,405850.0,215450.0,125000,113950,5.0,10512.5
1,NFO,Options,NIFTY,2023-09-28,Call,19500.0,164.8,27-Sep-2023 12:28:41,164.85,50,165.15,500,154.3,181.2,85.45,187.5,-12.11,681.0,0.05,49205300,19653.3,200,3356550.0,1687750.0,374300,280850,4.0,8240.0
2,NFO,Options,NIFTY,2023-09-28,Call,19550.0,122.45,27-Sep-2023 12:28:42,122.25,900,122.5,750,114.85,137.65,57.4,145.9,-16.07,594.0,0.05,70484300,19653.3,50,1983250.0,1456750.0,738850,229100,3.0,6122.5
3,NFO,Options,NIFTY,2023-09-28,Call,19600.0,84.9,27-Sep-2023 12:28:42,84.7,400,84.9,1700,87.2,98.0,36.65,107.65,-21.13,504.45,0.05,209891700,19653.3,50,7454300.0,4597250.0,1021950,1068300,2.0,4245.0
4,NFO,Options,NIFTY,2023-09-28,Call,19650.0,54.0,27-Sep-2023 12:28:42,54.05,50,54.15,50,70.8,70.8,22.45,75.05,-28.05,416.75,0.05,177163700,19653.3,250,8325800.0,4412250.0,841450,1202650,1.0,2700.0
5,NFO,Options,NIFTY,2023-09-28,Call,19700.0,31.95,27-Sep-2023 12:28:42,31.85,3950,31.95,6800,44.2,48.2,13.25,49.15,-34.99,334.65,0.05,200413350,19653.3,200,15520900.0,5001450.0,1494200,2247650,0.0,1597.5
6,NFO,Options,NIFTY,2023-09-28,Call,19750.0,17.1,27-Sep-2023 12:28:43,17.05,1950,17.1,3450,24.2,26.0,8.05,30.25,-43.47,261.1,0.05,115157300,19653.3,50,10341000.0,3876200.0,752250,1269900,1.0,855.0
7,NFO,Options,NIFTY,2023-09-28,Call,19800.0,9.1,27-Sep-2023 12:28:42,9.05,3450,9.1,18300,12.0,15.6,5.4,18.0,-49.44,198.3,0.05,129084350,19653.3,350,15814250.0,2558100.0,1075550,1733700,2.0,455.0
8,NFO,Options,NIFTY,2023-09-28,Call,19850.0,4.7,27-Sep-2023 12:28:43,4.7,9900,4.75,31650,8.6,8.6,3.5,10.1,-53.47,145.9,0.05,71795150,19653.3,50,7421800.0,1720000.0,1711550,772500,3.0,235.0
9,NFO,Options,NIFTY,2023-09-28,Call,19900.0,2.75,27-Sep-2023 12:28:43,2.7,52350,2.75,61550,4.95,4.95,2.25,6.0,-54.17,104.45,0.05,80128200,19653.3,100,11385400.0,2275150.0,3647300,926300,4.0,137.5
10,NFO,Options,NIFTY,2023-09-28,Call,19950.0,1.7,27-Sep-2023 12:28:43,1.7,102850,1.75,198900,3.2,3.6,1.55,3.75,-54.67,72.45,0.05,48291650,19653.3,50,4423100.0,468750.0,2157750,639050,5.0,85.0
