,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-08-31,Call,19050.0,242.3,25-Aug-2023 14:21:37,240.9,950,241.5,150,328.6,328.6,217.0,365.1,-33.63,884.35,0.05,828850,19268.6,50,56150.0,40250.0,87100,64400,5.0,12115.0
1,NFO,Options,NIFTY,2023-08-31,Call,19100.0,200.15,25-Aug-2023 14:21:45,200.05,200,200.45,100,297.6,297.6,179.65,316.85,-36.83,814.05,0.05,8861250,19268.6,100,671000.0,516100.0,143250,130450,4.0,10007.5
2,NFO,Options,NIFTY,2023-08-31,Call,19150.0,163.3,25-Aug-2023 14:21:44,162.75,400,163.1,600,205.0,211.55,145.25,267.35,-38.92,740.5,0.05,8234400,19268.6,50,416200.0,370600.0,114100,110950,3.0,8165.0
3,NFO,Options,NIFTY,2023-08-31,Call,19200.0,129.6,25-Aug-2023 14:21:44,129.25,50,129.4,100,173.0,175.35,115.0,232.25,-44.2,679.55,0.05,49367300,19268.6,50,2513350.0,1953750.0,347950,411900,2.0,6480.0
4,NFO,Options,NIFTY,2023-08-31,Call,19250.0,99.9,25-Aug-2023 14:21:43,99.95,2950,100.2,550,107.0,138.95,89.3,191.95,-47.96,611.85,0.05,70075350,19268.6,100,2971400.0,2793150.0,442500,533950,1.0,4995.0
5,NFO,Options,NIFTY,2023-08-31,Call,19300.0,75.4,25-Aug-2023 14:21:43,75.25,1650,75.45,1950,120.0,120.0,67.2,157.15,-52.02,548.4,0.05,207361850,19268.6,200,11681550.0,9820050.0,1082100,1941450,0.0,3770.0
6,NFO,Options,NIFTY,2023-08-31,Call,19350.0,55.65,25-Aug-2023 14:21:43,55.6,1850,55.7,200,100.0,100.05,49.8,125.55,-55.68,487.3,0.05,95580900,19268.6,50,4854800.0,4058400.0,586950,988250,1.0,2782.5
7,NFO,Options,NIFTY,2023-08-31,Call,19400.0,40.1,25-Aug-2023 14:21:45,40.05,2000,40.15,2700,68.95,69.0,36.15,97.75,-58.98,429.5,0.05,119604850,19268.6,50,11324100.0,5896400.0,870400,1731050,2.0,2005.0
8,NFO,Options,NIFTY,2023-08-31,Call,19450.0,28.5,25-Aug-2023 14:21:44,28.4,8000,28.5,5100,54.0,54.0,26.4,74.35,-61.67,376.05,0.05,57138150,19268.6,50,6123500.0,3177100.0,482700,946600,3.0,1425.0
9,NFO,Options,NIFTY,2023-08-31,Call,19500.0,20.1,25-Aug-2023 14:21:45,20.05,8850,20.15,7100,25.6,38.0,18.8,53.75,-62.6,325.7,0.05,92089100,19268.6,100,14041950.0,2671550.0,754450,1806350,4.0,1005.0
10,NFO,Options,NIFTY,2023-08-31,Call,19550.0,14.1,25-Aug-2023 14:21:44,14.05,6850,14.1,1950,22.0,34.2,13.25,38.5,-63.38,281.45,0.05,44367250,19268.6,50,4037850.0,1235350.0,431650,650000,5.0,705.0
