,exchange_code,product_type,stock_code,expiry_date,right,strike_price,ltp,ltt,best_bid_price,best_bid_quantity,best_offer_price,best_offer_quantity,open,high,low,previous_close,ltp_percent_change,upper_circuit,lower_circuit,total_quantity_traded,spot_price,ltq,open_interest,chnge_oi,total_buy_qty,total_sell_qty,rel_50,price_per_lot
0,NFO,Options,NIFTY,2023-09-07,Call,19100.0,319.4,29-Aug-2023 15:29:54,313.25,50,319.95,50,354.0,354.0,288.65,312.65,4.11,747.2,0.05,225850,19342.65,50,200100.0,45000.0,22650,11700,5.0,15970.0
1,NFO,Options,NIFTY,2023-09-07,Call,19150.0,277.65,29-Aug-2023 15:29:53,268.6,500,277.55,50,293.5,298.2,249.65,269.55,3.74,685.05,0.05,71400,19342.65,50,16100.0,2550.0,16850,8300,4.0,13882.5
2,NFO,Options,NIFTY,2023-09-07,Call,19200.0,237.0,29-Aug-2023 15:29:58,235.3,50,237.0,100,258.0,265.35,211.3,230.95,2.75,624.15,0.05,991200,19342.65,50,464450.0,106200.0,27550,29750,3.0,11850.0
3,NFO,Options,NIFTY,2023-09-07,Call,19250.0,197.55,29-Aug-2023 15:29:57,197.55,50,200.85,50,209.95,225.9,176.15,194.85,0.56,565.4,0.05,748250,19342.65,50,108350.0,500.0,22900,19850,2.0,9877.5
4,NFO,Options,NIFTY,2023-09-07,Call,19300.0,163.05,29-Aug-2023 15:29:57,163.25,50,164.95,50,167.95,191.15,144.4,159.65,0.18,506.75,0.05,7084500,19342.65,50,1405350.0,413000.0,50650,68950,1.0,8152.5
5,NFO,Options,NIFTY,2023-09-07,Call,19350.0,131.4,29-Aug-2023 15:29:58,131.5,150,134.0,50,158.55,159.45,116.95,130.0,-2.2,453.15,0.05,3430850,19342.65,50,440500.0,205050.0,43350,66850,0.0,6570.0
6,NFO,Options,NIFTY,2023-09-07,Call,19400.0,106.4,29-Aug-2023 15:29:59,105.0,1850,106.4,650,137.25,137.25,91.75,102.6,-1.25,401.5,0.05,8387350,19342.65,50,2088550.0,988400.0,98300,128900,1.0,5320.0
7,NFO,Options,NIFTY,2023-09-07,Call,19450.0,82.45,29-Aug-2023 15:29:59,81.55,50,82.5,50,108.0,112.05,71.6,80.15,-3.74,354.6,0.05,2142400,19342.65,50,337900.0,56550.0,29000,44250,2.0,4122.5
8,NFO,Options,NIFTY,2023-09-07,Call,19500.0,63.45,29-Aug-2023 15:29:59,62.6,50,63.5,50,74.55,90.7,54.85,61.75,-5.65,311.9,0.05,7577650,19342.65,50,2083400.0,663600.0,76500,123950,3.0,3172.5
9,NFO,Options,NIFTY,2023-09-07,Call,19550.0,47.0,29-Aug-2023 15:29:58,46.05,50,47.0,50,66.35,68.45,41.0,46.05,-8.29,272.45,0.05,1888300,19342.65,150,467200.0,89400.0,48500,39950,4.0,2350.0
10,NFO,Options,NIFTY,2023-09-07,Call,19600.0,33.65,29-Aug-2023 15:29:57,34.45,300,34.5,2550,48.85,57.4,30.1,33.95,-13.61,237.6,0.05,3719250,19342.65,50,1132550.0,293150.0,71400,156250,5.0,1682.5
