close,exchange_code,high,low,open,stock_code,volume
178.35,NSE,178.4,178.23,178.26,TATSTE,84610
178.76,NSE,178.77,178.32,178.4,TATSTE,231163
178.82,NSE,178.9,178.71,178.79,TATSTE,142760
178.61,NSE,178.85,178.59,178.79,TATSTE,191401
178.57,NSE,178.63,178.45,178.55,TATSTE,93010
178.55,NSE,178.74,178.49,178.49,TATSTE,72157
178.51,NSE,178.63,178.5,178.6,TATSTE,42999
178.6,NSE,178.65,178.51,178.51,TATSTE,84712
178.69,NSE,178.7,178.56,178.6,TATSTE,82062
178.7,NSE,178.77,178.65,178.65,TATSTE,55088
178.7,NSE,178.74,178.62,178.7,TATSTE,40999
178.7,NSE,178.75,178.63,178.7,TATSTE,44136
179.0,NSE,179.0,178.73,178.74,TATSTE,171134
178.76,NSE,179.0,178.74,179.0,TATSTE,149026
178.84,NSE,178.88,178.75,178.81,TATSTE,45531
178.82,NSE,178.89,178.76,178.85,TATSTE,57361
178.72,NSE,178.82,178.67,178.82,TATSTE,84095
178.67,NSE,178.75,178.65,178.75,TATSTE,40335
178.74,NSE,178.82,178.65,178.77,TATSTE,77972
178.66,NSE,178.74,178.66,178.71,TATSTE,30306
178.5,NSE,178.7,178.31,178.69,TATSTE,229557
178.43,NSE,178.58,178.27,178.56,TATSTE,95461
178.39,NSE,178.49,178.35,178.36,TATSTE,48418
178.28,NSE,178.46,178.2,178.41,TATSTE,138780
178.18,NSE,178.3,178.1,178.29,TATSTE,87682
178.03,NSE,178.22,177.96,178.15,TATSTE,243145
178.06,NSE,178.1,177.91,178.0,TATSTE,98311
178.25,NSE,178.3,178.08,178.08,TATSTE,87634
178.14,NSE,178.3,178.07,178.29,TATSTE,57192
178.0,NSE,178.18,178.0,178.14,TATSTE,120958
178.03,NSE,178.08,178.0,178.0,TATSTE,50715
178.03,NSE,178.15,177.96,178.03,TATSTE,132693
177.89,NSE,178.05,177.89,178.05,TATSTE,69528
178.0,NSE,178.0,177.8,177.8,TATSTE,76968
177.99,NSE,178.04,177.91,177.94,TATSTE,63687
177.9,NSE,177.99,177.81,177.99,TATSTE,67286
177.77,NSE,177.95,177.7,177.95,TATSTE,121880
177.51,NSE,177.8,177.51,177.8,TATSTE,108603
177.7,NSE,177.7,177.5,177.6,TATSTE,148255
177.7,NSE,177.8,177.67,177.7,TATSTE,76101
177.85,NSE,177.85,177.67,177.67,TATSTE,75876
177.85,NSE,177.85,177.75,177.8,TATSTE,101453
177.65,NSE,177.85,177.65,177.8,TATSTE,74851
177.6,NSE,177.73,177.58,177.73,TATSTE,39807
177.58,NSE,177.65,177.52,177.58,TATSTE,41828
177.56,NSE,177.61,177.53,177.59,TATSTE,26531
177.39,NSE,177.62,177.35,177.57,TATSTE,146493
177.4,NSE,177.47,177.35,177.36,TATSTE,46838
177.5,NSE,177.6,177.41,177.45,TATSTE,114528
177.69,NSE,177.78,177.59,177.6,TATSTE,78078
177.4,NSE,177.7,177.4,177.65,TATSTE,114928
177.48,NSE,177.51,177.4,177.45,TATSTE,48644
177.58,NSE,177.65,177.42,177.49,TATSTE,51131
177.5,NSE,177.65,177.5,177.63,TATSTE,41449
177.58,NSE,177.65,177.5,177.51,TATSTE,39213
177.74,NSE,177.74,177.58,177.6,TATSTE,49856
177.78,NSE,177.79,177.67,177.71,TATSTE,44540
177.81,NSE,177.82,177.75,177.75,TATSTE,42812
177.6,NSE,177.82,177.56,177.78,TATSTE,59556
177.7,NSE,177.73,177.52,177.53,TATSTE,55128
177.77,NSE,177.79,177.67,177.69,TATSTE,32839
177.65,NSE,177.8,177.62,177.77,TATSTE,88273
177.65,NSE,177.65,177.6,177.64,TATSTE,15825
177.73,NSE,177.73,177.6,177.62,TATSTE,23419
177.67,NSE,177.73,177.65,177.73,TATSTE,24414
177.61,NSE,177.7,177.54,177.68,TATSTE,54181
177.69,NSE,177.7,177.6,177.61,TATSTE,14509
177.59,NSE,177.7,177.52,177.7,TATSTE,32288
177.7,NSE,177.7,177.56,177.58,TATSTE,10329
177.71,NSE,177.74,177.66,177.7,TATSTE,25714
177.65,NSE,177.74,177.65,177.7,TATSTE,29806
177.69,NSE,177.71,177.62,177.7,TATSTE,10723
177.66,NSE,177.72,177.62,177.66,TATSTE,23938
177.73,NSE,177.74,177.7,177.74,TATSTE,23156
177.63,NSE,177.71,177.55,177.7,TATSTE,55393
177.66,NSE,177.7,177.55,177.6,TATSTE,28493
177.65,NSE,177.69,177.6,177.66,TATSTE,15063
177.62,NSE,177.69,177.6,177.65,TATSTE,41668
177.61,NSE,177.63,177.6,177.6,TATSTE,23189
177.63,NSE,177.68,177.6,177.6,TATSTE,35451
177.54,NSE,177.65,177.5,177.63,TATSTE,92507
177.53,NSE,177.57,177.5,177.53,TATSTE,15210
177.4,NSE,177.54,177.4,177.53,TATSTE,95985
177.51,NSE,177.55,177.4,177.43,TATSTE,29572
177.5,NSE,177.52,177.45,177.47,TATSTE,21268
177.45,NSE,177.5,177.4,177.44,TATSTE,21708
177.41,NSE,177.45,177.4,177.45,TATSTE,26552
177.34,NSE,177.38,177.25,177.38,TATSTE,219274
177.4,NSE,177.48,177.35,177.35,TATSTE,43154
177.45,NSE,177.5,177.37,177.4,TATSTE,22068
177.35,NSE,177.49,177.35,177.49,TATSTE,28434
177.26,NSE,177.42,177.25,177.35,TATSTE,53083
177.33,NSE,177.33,177.25,177.26,TATSTE,34992
177.34,NSE,177.34,177.28,177.33,TATSTE,28042
177.22,NSE,177.34,177.13,177.34,TATSTE,223494
177.24,NSE,177.26,177.18,177.2,TATSTE,23335
177.22,NSE,177.3,177.21,177.24,TATSTE,27348
177.15,NSE,177.25,177.15,177.2,TATSTE,46028
177.12,NSE,177.19,177.1,177.16,TATSTE,57800
177.23,NSE,177.23,177.1,177.1,TATSTE,75807
177.34,NSE,177.35,177.18,177.24,TATSTE,56084
177.51,NSE,177.62,177.29,177.35,TATSTE,82556
177.35,NSE,177.59,177.29,177.59,TATSTE,124333
177.32,NSE,177.35,177.3,177.3,TATSTE,17148
177.31,NSE,177.4,177.31,177.32,TATSTE,20465
177.19,NSE,177.38,177.19,177.35,TATSTE,44766
177.23,NSE,177.28,177.18,177.2,TATSTE,56170
177.05,NSE,177.26,177.05,177.19,TATSTE,92260
177.02,NSE,177.13,177.01,177.09,TATSTE,45904
176.88,NSE,177.02,176.88,177.02,TATSTE,230070
177.02,NSE,177.07,176.87,176.87,TATSTE,63774
177.03,NSE,177.04,176.96,176.97,TATSTE,36232
177.18,NSE,177.18,177.0,177.03,TATSTE,32770
177.21,NSE,177.23,177.13,177.17,TATSTE,39485
177.3,NSE,177.38,177.19,177.21,TATSTE,49809
177.28,NSE,177.31,177.24,177.29,TATSTE,20266
177.14,NSE,177.28,177.1,177.23,TATSTE,26376
177.0,NSE,177.15,177.0,177.09,TATSTE,22409
176.97,NSE,177.07,176.96,177.07,TATSTE,47028
176.99,NSE,177.0,176.9,176.97,TATSTE,49286
176.95,NSE,177.0,176.85,176.96,TATSTE,33621
176.8,NSE,176.95,176.8,176.93,TATSTE,50413
176.88,NSE,176.92,176.77,176.85,TATSTE,58146
176.89,NSE,176.95,176.86,176.88,TATSTE,29549
176.78,NSE,176.9,176.7,176.9,TATSTE,81220
176.78,NSE,176.82,176.7,176.78,TATSTE,74125
176.74,NSE,176.8,176.68,176.79,TATSTE,54738
176.72,NSE,176.8,176.66,176.74,TATSTE,29232
176.7,NSE,176.72,176.62,176.72,TATSTE,50636
176.7,NSE,176.7,176.61,176.63,TATSTE,35110
176.62,NSE,176.74,176.57,176.65,TATSTE,63279
176.7,NSE,176.7,176.51,176.55,TATSTE,72683
176.85,NSE,176.85,176.65,176.7,TATSTE,45484
176.87,NSE,176.9,176.8,176.8,TATSTE,25885
176.9,NSE,176.91,176.8,176.87,TATSTE,35663
176.95,NSE,177.0,176.87,176.92,TATSTE,38727
176.79,NSE,176.94,176.78,176.9,TATSTE,38287
176.8,NSE,176.85,176.74,176.75,TATSTE,48671
176.86,NSE,176.9,176.75,176.75,TATSTE,50359
176.94,NSE,176.95,176.83,176.9,TATSTE,18963
176.85,NSE,176.95,176.84,176.92,TATSTE,35844
176.69,NSE,176.84,176.65,176.8,TATSTE,37021
176.61,NSE,176.7,176.6,176.7,TATSTE,40205
176.69,NSE,176.69,176.6,176.62,TATSTE,18543
176.82,NSE,176.9,176.65,176.69,TATSTE,23288
176.8,NSE,176.88,176.77,176.88,TATSTE,23648
176.84,NSE,176.85,176.77,176.8,TATSTE,13655
176.87,NSE,176.89,176.79,176.84,TATSTE,60635
176.9,NSE,176.9,176.82,176.9,TATSTE,19716
176.97,NSE,177.0,176.86,176.9,TATSTE,66651
177.0,NSE,177.06,176.94,176.97,TATSTE,83334
177.0,NSE,177.07,176.99,177.0,TATSTE,43760
176.92,NSE,177.07,176.92,177.0,TATSTE,33606
176.88,NSE,177.0,176.8,176.98,TATSTE,25199
176.91,NSE,176.92,176.8,176.88,TATSTE,19492
176.83,NSE,176.87,176.77,176.87,TATSTE,24928
176.71,NSE,176.83,176.69,176.83,TATSTE,43667
176.78,NSE,176.79,176.71,176.72,TATSTE,18838
176.75,NSE,176.81,176.72,176.78,TATSTE,25408
176.8,NSE,176.84,176.75,176.75,TATSTE,22564
