close,exchange_code,high,low,open,stock_code,volume
989.0,NSE,989.75,988.6,989.35,HCLTEC,12418
989.1,NSE,989.45,988.85,988.9,HCLTEC,10159
988.55,NSE,989.1,988.55,989.1,HCLTEC,5964
987.75,NSE,988.5,987.35,988.5,HCLTEC,26490
988.65,NSE,988.8,987.7,987.7,HCLTEC,10896
990.35,NSE,990.35,988.6,988.85,HCLTEC,13792
989.35,NSE,990.5,989.05,990.4,HCLTEC,12984
989.05,NSE,989.55,988.8,989.55,HCLTEC,14743
989.0,NSE,989.2,988.65,989.05,HCLTEC,8235
989.2,NSE,989.75,989.0,989.0,HCLTEC,7413
989.45,NSE,989.65,989.2,989.35,HCLTEC,3896
989.0,NSE,989.9,989.0,989.55,HCLTEC,7374
988.35,NSE,989.25,988.35,989.2,HCLTEC,4016
988.55,NSE,988.85,988.35,988.5,HCLTEC,4855
989.05,NSE,989.3,988.6,988.7,HCLTEC,4720
989.2,NSE,989.55,988.95,989.1,HCLTEC,11242
989.15,NSE,989.25,988.55,989.0,HCLTEC,5279
989.1,NSE,989.15,989.05,989.15,HCLTEC,4574
988.1,NSE,989.45,988.05,989.1,HCLTEC,9715
988.35,NSE,988.4,988.2,988.25,HCLTEC,6172
988.05,NSE,988.35,988.05,988.35,HCLTEC,6036
987.05,NSE,988.0,986.0,988.0,HCLTEC,11559
987.55,NSE,987.55,987.05,987.05,HCLTEC,5264
988.25,NSE,988.35,987.35,987.55,HCLTEC,9542
990.3,NSE,990.5,988.15,988.3,HCLTEC,17993
989.0,NSE,990.4,988.95,990.3,HCLTEC,7030
989.9,NSE,990.25,988.95,989.0,HCLTEC,8383
990.15,NSE,990.3,989.9,989.9,HCLTEC,4197
989.5,NSE,990.3,989.45,990.15,HCLTEC,6071
989.4,NSE,989.55,989.4,989.55,HCLTEC,2401
989.4,NSE,989.5,989.4,989.4,HCLTEC,2979
989.9,NSE,989.95,989.4,989.4,HCLTEC,6468
989.55,NSE,989.85,989.55,989.85,HCLTEC,6112
988.15,NSE,989.55,987.45,989.55,HCLTEC,8220
989.0,NSE,989.35,988.05,988.05,HCLTEC,6224
988.6,NSE,989.1,988.6,989.0,HCLTEC,5264
988.6,NSE,988.75,988.45,988.6,HCLTEC,3193
988.0,NSE,988.7,988.0,988.6,HCLTEC,7316
988.15,NSE,988.25,987.25,987.75,HCLTEC,8049
987.95,NSE,988.7,987.95,988.05,HCLTEC,4900
987.25,NSE,988.1,987.2,987.9,HCLTEC,10307
987.65,NSE,988.15,987.5,987.7,HCLTEC,7763
987.2,NSE,987.7,986.5,987.6,HCLTEC,7414
987.35,NSE,987.35,986.75,987.3,HCLTEC,7887
986.45,NSE,987.6,986.45,987.3,HCLTEC,8286
985.85,NSE,986.3,985.2,986.3,HCLTEC,9584
986.35,NSE,986.4,985.85,985.95,HCLTEC,5315
