,datetime,close,exchange_code,high,low,open,stock_code,volume
0,2021-02-11 09:30:00,48.05,NSE,48.25,48.0,48.1,IDFC,200455
1,2021-02-11 09:31:00,48.1,NSE,48.1,48.0,48.05,IDFC,100303
2,2021-02-11 09:32:00,48.15,NSE,48.15,48.0,48.1,IDFC,103098
3,2021-02-11 09:33:00,48.1,NSE,48.2,48.1,48.15,IDFC,64126
4,2021-02-11 09:34:00,48.15,NSE,48.25,48.1,48.15,IDFC,97911
5,2021-02-11 09:35:00,48.15,NSE,48.15,48.05,48.15,IDFC,91079
6,2021-02-11 09:36:00,48.15,NSE,48.15,48.1,48.1,IDFC,57028
7,2021-02-11 09:37:00,48.05,NSE,48.15,48.05,48.15,IDFC,49296
8,2021-02-11 09:38:00,48.0,NSE,48.1,48.0,48.1,IDFC,126589
9,2021-02-11 09:39:00,47.95,NSE,48.05,47.95,48.05,IDFC,80992
10,2021-02-11 09:40:00,48.05,NSE,48.1,47.95,48.0,IDFC,37378
11,2021-02-11 09:41:00,48.0,NSE,48.1,48.0,48.1,IDFC,30217
12,2021-02-11 09:42:00,48.0,NSE,48.0,47.95,48.0,IDFC,57512
13,2021-02-11 09:43:00,48.0,NSE,48.05,47.9,48.0,IDFC,87200
14,2021-02-11 09:44:00,48.05,NSE,48.05,48.0,48.0,IDFC,14218
15,2021-02-11 09:45:00,48.1,NSE,48.1,48.0,48.05,IDFC,18118
16,2021-02-11 09:46:00,48.0,NSE,48.1,47.95,48.0,IDFC,70536
17,2021-02-11 09:47:00,48.0,NSE,48.0,47.95,48.0,IDFC,47199
18,2021-02-11 09:48:00,48.1,NSE,48.15,47.95,48.0,IDFC,92086
19,2021-02-11 09:49:00,48.1,NSE,48.15,48.05,48.05,IDFC,77768
20,2021-02-11 09:50:00,48.05,NSE,48.1,48.05,48.1,IDFC,34829
21,2021-02-11 09:51:00,48.15,NSE,48.15,48.05,48.1,IDFC,27619
22,2021-02-11 09:52:00,48.1,NSE,48.2,48.05,48.1,IDFC,136937
23,2021-02-11 09:53:00,48.2,NSE,48.25,48.1,48.15,IDFC,97914
24,2021-02-11 09:54:00,48.4,NSE,48.5,48.2,48.2,IDFC,319253
25,2021-02-11 09:55:00,48.4,NSE,48.4,48.3,48.4,IDFC,64926
26,2021-02-11 09:56:00,48.4,NSE,48.5,48.3,48.35,IDFC,195852
27,2021-02-11 09:57:00,48.5,NSE,48.5,48.35,48.35,IDFC,143234
28,2021-02-11 09:58:00,48.45,NSE,48.5,48.35,48.5,IDFC,131889
29,2021-02-11 09:59:00,48.45,NSE,48.55,48.4,48.45,IDFC,230495
30,2021-02-11 10:00:00,48.4,NSE,48.55,48.4,48.45,IDFC,132495
31,2021-02-11 10:01:00,48.4,NSE,48.5,48.3,48.5,IDFC,79378
32,2021-02-11 10:02:00,48.35,NSE,48.4,48.3,48.4,IDFC,35225
33,2021-02-11 10:03:00,48.45,NSE,48.45,48.35,48.35,IDFC,68038
34,2021-02-11 10:04:00,48.35,NSE,48.45,48.35,48.45,IDFC,47690
35,2021-02-11 10:05:00,48.25,NSE,48.45,48.25,48.45,IDFC,128098
36,2021-02-11 10:06:00,48.35,NSE,48.35,48.25,48.25,IDFC,19554
37,2021-02-11 10:07:00,48.35,NSE,48.4,48.3,48.35,IDFC,44356
38,2021-02-11 10:08:00,48.35,NSE,48.4,48.3,48.35,IDFC,45538
39,2021-02-11 10:09:00,48.35,NSE,48.45,48.35,48.4,IDFC,33655
40,2021-02-11 10:10:00,48.4,NSE,48.45,48.3,48.45,IDFC,37059
41,2021-02-11 10:11:00,48.4,NSE,48.4,48.3,48.4,IDFC,29869
42,2021-02-11 10:12:00,48.4,NSE,48.4,48.3,48.35,IDFC,16371
43,2021-02-11 10:13:00,48.4,NSE,48.4,48.3,48.4,IDFC,25236
44,2021-02-11 10:14:00,48.35,NSE,48.4,48.25,48.4,IDFC,66679
45,2021-02-11 10:15:00,48.35,NSE,48.4,48.25,48.35,IDFC,61411
46,2021-02-11 10:16:00,48.3,NSE,48.4,48.2,48.35,IDFC,44575
47,2021-02-11 10:17:00,48.3,NSE,48.3,48.2,48.3,IDFC,28164
48,2021-02-11 10:18:00,48.3,NSE,48.3,48.2,48.3,IDFC,16110
49,2021-02-11 10:19:00,48.3,NSE,48.3,48.2,48.3,IDFC,15717
50,2021-02-11 10:20:00,48.35,NSE,48.35,48.25,48.25,IDFC,15017
51,2021-02-11 10:21:00,48.3,NSE,48.35,48.3,48.35,IDFC,23034
52,2021-02-11 10:22:00,48.3,NSE,48.35,48.25,48.35,IDFC,25242
53,2021-02-11 10:23:00,48.3,NSE,48.35,48.25,48.3,IDFC,14500
54,2021-02-11 10:24:00,48.35,NSE,48.35,48.25,48.3,IDFC,16904
55,2021-02-11 10:25:00,48.35,NSE,48.35,48.25,48.35,IDFC,32853
56,2021-02-11 10:26:00,48.35,NSE,48.35,48.3,48.35,IDFC,15170
57,2021-02-11 10:27:00,48.35,NSE,48.35,48.25,48.35,IDFC,14487
58,2021-02-11 10:28:00,48.3,NSE,48.35,48.25,48.35,IDFC,17973
59,2021-02-11 10:29:00,48.3,NSE,48.3,48.25,48.3,IDFC,20188
60,2021-02-11 10:30:00,48.3,NSE,48.35,48.25,48.3,IDFC,14721
61,2021-02-11 10:31:00,48.3,NSE,48.3,48.25,48.3,IDFC,14986
62,2021-02-11 10:32:00,48.35,NSE,48.35,48.25,48.3,IDFC,60524
63,2021-02-11 10:33:00,48.35,NSE,48.4,48.3,48.3,IDFC,48818
64,2021-02-11 10:34:00,48.4,NSE,48.4,48.3,48.35,IDFC,38469
65,2021-02-11 10:35:00,48.55,NSE,48.55,48.4,48.4,IDFC,350023
66,2021-02-11 10:36:00,48.5,NSE,48.55,48.4,48.5,IDFC,84510
67,2021-02-11 10:37:00,48.45,NSE,48.5,48.4,48.45,IDFC,17449
68,2021-02-11 10:38:00,48.5,NSE,48.5,48.4,48.5,IDFC,18664
69,2021-02-11 10:39:00,48.6,NSE,48.6,48.5,48.5,IDFC,86744
70,2021-02-11 10:40:00,48.5,NSE,48.6,48.5,48.6,IDFC,21543
71,2021-02-11 10:41:00,48.55,NSE,48.6,48.5,48.55,IDFC,25773
72,2021-02-11 10:42:00,48.5,NSE,48.6,48.5,48.5,IDFC,21718
73,2021-02-11 10:43:00,48.45,NSE,48.6,48.4,48.5,IDFC,145697
74,2021-02-11 10:44:00,48.5,NSE,48.5,48.4,48.45,IDFC,20461
75,2021-02-11 10:45:00,48.45,NSE,48.5,48.4,48.5,IDFC,24598
76,2021-02-11 10:46:00,48.45,NSE,48.45,48.35,48.45,IDFC,35274
77,2021-02-11 10:47:00,48.4,NSE,48.45,48.35,48.45,IDFC,11235
78,2021-02-11 10:48:00,48.45,NSE,48.45,48.35,48.4,IDFC,17525
79,2021-02-11 10:49:00,48.35,NSE,48.45,48.35,48.45,IDFC,16720
80,2021-02-11 10:50:00,48.45,NSE,48.45,48.35,48.4,IDFC,29352
81,2021-02-11 10:51:00,48.5,NSE,48.5,48.4,48.4,IDFC,58802
82,2021-02-11 10:52:00,48.5,NSE,48.5,48.4,48.5,IDFC,21534
83,2021-02-11 10:53:00,48.5,NSE,48.5,48.4,48.4,IDFC,32050
84,2021-02-11 10:54:00,48.45,NSE,48.5,48.4,48.5,IDFC,18656
85,2021-02-11 10:55:00,48.45,NSE,48.5,48.4,48.45,IDFC,33536
86,2021-02-11 10:56:00,48.5,NSE,48.5,48.45,48.5,IDFC,15795
87,2021-02-11 10:57:00,48.5,NSE,48.5,48.4,48.5,IDFC,13504
88,2021-02-11 10:58:00,48.4,NSE,48.5,48.4,48.5,IDFC,14474
89,2021-02-11 10:59:00,48.5,NSE,48.5,48.4,48.5,IDFC,38475
90,2021-02-11 11:00:00,48.5,NSE,48.55,48.45,48.5,IDFC,19851
91,2021-02-11 11:01:00,48.5,NSE,48.55,48.45,48.45,IDFC,23199
92,2021-02-11 11:02:00,48.5,NSE,48.5,48.4,48.4,IDFC,20703
93,2021-02-11 11:03:00,48.5,NSE,48.5,48.45,48.5,IDFC,14209
94,2021-02-11 11:04:00,48.5,NSE,48.5,48.45,48.5,IDFC,19271
95,2021-02-11 11:05:00,48.5,NSE,48.5,48.45,48.5,IDFC,19588
96,2021-02-11 11:06:00,48.55,NSE,48.55,48.45,48.5,IDFC,57586
97,2021-02-11 11:07:00,48.55,NSE,48.6,48.5,48.55,IDFC,49926
98,2021-02-11 11:08:00,48.55,NSE,48.7,48.45,48.55,IDFC,358612
99,2021-02-11 11:09:00,48.5,NSE,48.55,48.5,48.5,IDFC,37257
100,2021-02-11 11:10:00,48.5,NSE,48.55,48.45,48.55,IDFC,52569
101,2021-02-11 11:11:00,48.5,NSE,48.55,48.45,48.5,IDFC,24417
102,2021-02-11 11:12:00,48.5,NSE,48.55,48.45,48.5,IDFC,11508
103,2021-02-11 11:13:00,48.5,NSE,48.5,48.45,48.5,IDFC,11486
104,2021-02-11 11:14:00,48.5,NSE,48.5,48.45,48.5,IDFC,18395
105,2021-02-11 11:15:00,48.4,NSE,48.5,48.4,48.45,IDFC,97923
106,2021-02-11 11:16:00,48.4,NSE,48.45,48.4,48.45,IDFC,50006
