close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
45.55,2023-11-17 09:15:00,NFO,2023-12-07,52.0,41.35,52.0,78850,Options,Call,NIFTY,20200.0,350
46.1,2023-11-17 09:16:00,NFO,2023-12-07,46.1,42.25,45.55,78850,Options,Call,NIFTY,20200.0,2100
45.0,2023-11-17 09:17:00,NFO,2023-12-07,45.8,44.2,45.0,78500,Options,Call,NIFTY,20200.0,2200
45.0,2023-11-17 09:18:00,NFO,2023-12-07,45.2,44.2,45.0,78500,Options,Call,NIFTY,20200.0,700
45.85,2023-11-17 09:19:00,NFO,2023-12-07,45.85,45.0,45.0,78500,Options,Call,NIFTY,20200.0,650
45.45,2023-11-17 09:20:00,NFO,2023-12-07,45.45,43.55,44.8,82000,Options,Call,NIFTY,20200.0,4850
48.25,2023-11-17 09:21:00,NFO,2023-12-07,48.25,45.45,45.45,82000,Options,Call,NIFTY,20200.0,550
49.55,2023-11-17 09:22:00,NFO,2023-12-07,50.2,47.75,48.65,82000,Options,Call,NIFTY,20200.0,2800
50.6,2023-11-17 09:23:00,NFO,2023-12-07,50.6,48.8,49.55,85550,Options,Call,NIFTY,20200.0,3500
50.6,2023-11-17 09:24:00,NFO,2023-12-07,50.75,49.95,50.6,85550,Options,Call,NIFTY,20200.0,3200
50.2,2023-11-17 09:25:00,NFO,2023-12-07,51.7,49.5,50.6,85550,Options,Call,NIFTY,20200.0,2050
49.25,2023-11-17 09:26:00,NFO,2023-12-07,49.9,48.85,49.9,87350,Options,Call,NIFTY,20200.0,450
48.75,2023-11-17 09:27:00,NFO,2023-12-07,49.25,48.75,49.25,87350,Options,Call,NIFTY,20200.0,350
50.5,2023-11-17 09:28:00,NFO,2023-12-07,50.5,48.75,48.75,87350,Options,Call,NIFTY,20200.0,650
49.4,2023-11-17 09:29:00,NFO,2023-12-07,50.5,49.4,50.5,87150,Options,Call,NIFTY,20200.0,200
48.0,2023-11-17 09:30:00,NFO,2023-12-07,49.1,47.8,49.1,87150,Options,Call,NIFTY,20200.0,200
48.0,2023-11-17 09:31:00,NFO,2023-12-07,48.0,48.0,48.0,87150,Options,Call,NIFTY,20200.0,1000
47.85,2023-11-17 09:32:00,NFO,2023-12-07,48.0,47.85,48.0,87550,Options,Call,NIFTY,20200.0,50
47.6,2023-11-17 09:33:00,NFO,2023-12-07,47.85,47.6,47.85,87550,Options,Call,NIFTY,20200.0,100
