close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
38.4,2023-09-22 09:15:00,NFO,2023-10-05,39.2,36.2,38.85,211050,Options,Put,NIFTY,19400.0,31150
37.4,2023-09-22 09:16:00,NFO,2023-10-05,38.0,36.8,38.0,211050,Options,Put,NIFTY,19400.0,9550
33.9,2023-09-22 09:17:00,NFO,2023-10-05,36.15,33.9,36.15,220000,Options,Put,NIFTY,19400.0,12300
32.45,2023-09-22 09:18:00,NFO,2023-10-05,33.65,32.4,33.55,220000,Options,Put,NIFTY,19400.0,8350
31.05,2023-09-22 09:19:00,NFO,2023-10-05,32.6,30.75,32.6,220000,Options,Put,NIFTY,19400.0,5250
31.95,2023-09-22 09:20:00,NFO,2023-10-05,32.6,30.9,30.9,220350,Options,Put,NIFTY,19400.0,6150
30.7,2023-09-22 09:21:00,NFO,2023-10-05,32.3,30.7,32.0,220350,Options,Put,NIFTY,19400.0,11750
29.55,2023-09-22 09:22:00,NFO,2023-10-05,30.7,29.5,30.7,220350,Options,Put,NIFTY,19400.0,5700
30.15,2023-09-22 09:23:00,NFO,2023-10-05,30.15,29.4,29.45,221700,Options,Put,NIFTY,19400.0,4150
29.25,2023-09-22 09:24:00,NFO,2023-10-05,30.35,29.2,30.15,221700,Options,Put,NIFTY,19400.0,3600
30.1,2023-09-22 09:25:00,NFO,2023-10-05,30.15,28.5,29.1,221700,Options,Put,NIFTY,19400.0,10500
31.5,2023-09-22 09:26:00,NFO,2023-10-05,31.5,30.1,30.1,223800,Options,Put,NIFTY,19400.0,16600
31.25,2023-09-22 09:27:00,NFO,2023-10-05,32.35,31.25,31.5,223800,Options,Put,NIFTY,19400.0,12600
30.4,2023-09-22 09:28:00,NFO,2023-10-05,31.25,30.1,31.15,223800,Options,Put,NIFTY,19400.0,31400
31.35,2023-09-22 09:29:00,NFO,2023-10-05,31.55,30.2,30.4,231650,Options,Put,NIFTY,19400.0,4800
32.45,2023-09-22 09:30:00,NFO,2023-10-05,33.3,30.9,31.35,231650,Options,Put,NIFTY,19400.0,13850
36.0,2023-09-22 09:31:00,NFO,2023-10-05,36.0,32.45,32.45,231650,Options,Put,NIFTY,19400.0,8350
34.9,2023-09-22 09:32:00,NFO,2023-10-05,36.9,34.7,35.9,223400,Options,Put,NIFTY,19400.0,20800
35.0,2023-09-22 09:33:00,NFO,2023-10-05,36.65,33.35,34.9,223400,Options,Put,NIFTY,19400.0,6350
