close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
25.35,2023-10-23 09:15:00,NFO,2023-11-02,27.6,24.9,27.0,315350,Options,Put,NIFTY,19100.0,14300
25.2,2023-10-23 09:16:00,NFO,2023-11-02,25.2,24.5,24.85,315350,Options,Put,NIFTY,19100.0,7700
24.8,2023-10-23 09:17:00,NFO,2023-11-02,25.85,24.7,25.2,321400,Options,Put,NIFTY,19100.0,8900
24.0,2023-10-23 09:18:00,NFO,2023-11-02,24.7,24.0,24.7,321400,Options,Put,NIFTY,19100.0,5950
21.95,2023-10-23 09:19:00,NFO,2023-11-02,23.9,21.85,23.9,321400,Options,Put,NIFTY,19100.0,10050
23.1,2023-10-23 09:20:00,NFO,2023-11-02,23.1,21.15,21.75,323150,Options,Put,NIFTY,19100.0,8700
22.05,2023-10-23 09:21:00,NFO,2023-11-02,23.1,22.05,23.1,323150,Options,Put,NIFTY,19100.0,7800
21.8,2023-10-23 09:22:00,NFO,2023-11-02,21.9,21.45,21.7,323150,Options,Put,NIFTY,19100.0,4050
22.55,2023-10-23 09:23:00,NFO,2023-11-02,22.55,21.8,21.8,330350,Options,Put,NIFTY,19100.0,5600
22.2,2023-10-23 09:24:00,NFO,2023-11-02,22.6,22.2,22.55,330350,Options,Put,NIFTY,19100.0,350
21.45,2023-10-23 09:25:00,NFO,2023-11-02,22.2,21.45,22.2,330350,Options,Put,NIFTY,19100.0,4850
21.7,2023-10-23 09:26:00,NFO,2023-11-02,21.7,21.1,21.45,340300,Options,Put,NIFTY,19100.0,15100
21.95,2023-10-23 09:27:00,NFO,2023-11-02,21.95,21.65,21.7,340300,Options,Put,NIFTY,19100.0,16800
22.0,2023-10-23 09:28:00,NFO,2023-11-02,22.2,21.85,22.05,340300,Options,Put,NIFTY,19100.0,3850
21.95,2023-10-23 09:29:00,NFO,2023-11-02,22.05,21.75,22.0,356650,Options,Put,NIFTY,19100.0,1700
22.2,2023-10-23 09:30:00,NFO,2023-11-02,22.3,21.7,22.0,356650,Options,Put,NIFTY,19100.0,6750
22.05,2023-10-23 09:31:00,NFO,2023-11-02,22.6,22.05,22.2,356650,Options,Put,NIFTY,19100.0,950
22.25,2023-10-23 09:32:00,NFO,2023-11-02,22.25,21.9,21.9,360950,Options,Put,NIFTY,19100.0,3100
22.6,2023-10-23 09:33:00,NFO,2023-11-02,22.65,22.25,22.25,360950,Options,Put,NIFTY,19100.0,3850
22.55,2023-10-23 09:34:00,NFO,2023-11-02,22.85,22.55,22.6,360950,Options,Put,NIFTY,19100.0,7550
