close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
234.0,2023-10-04 09:15:00,NFO,2023-10-19,246.05,176.5,176.5,12150,Options,Put,NIFTY,19550.0,600
235.9,2023-10-04 09:16:00,NFO,2023-10-19,235.9,233.65,234.0,12150,Options,Put,NIFTY,19550.0,350
234.0,2023-10-04 09:17:00,NFO,2023-10-19,235.9,233.65,235.9,12150,Options,Put,NIFTY,19550.0,200
235.25,2023-10-04 09:18:00,NFO,2023-10-19,235.25,234.0,234.0,12200,Options,Put,NIFTY,19550.0,250
234.15,2023-10-04 09:19:00,NFO,2023-10-19,237.0,231.1,235.25,12200,Options,Put,NIFTY,19550.0,700
238.55,2023-10-04 09:20:00,NFO,2023-10-19,238.55,234.15,234.15,12200,Options,Put,NIFTY,19550.0,400
238.55,2023-10-04 09:21:00,NFO,2023-10-19,238.55,238.55,238.55,12200,Options,Put,NIFTY,19550.0,0
239.95,2023-10-04 09:22:00,NFO,2023-10-19,239.95,238.55,238.55,12100,Options,Put,NIFTY,19550.0,200
246.0,2023-10-04 09:23:00,NFO,2023-10-19,246.0,242.25,244.0,12100,Options,Put,NIFTY,19550.0,700
250.0,2023-10-04 09:24:00,NFO,2023-10-19,250.0,250.0,250.0,12100,Options,Put,NIFTY,19550.0,400
244.2,2023-10-04 09:25:00,NFO,2023-10-19,250.0,242.95,250.0,12100,Options,Put,NIFTY,19550.0,200
244.2,2023-10-04 09:26:00,NFO,2023-10-19,244.2,244.2,244.2,12100,Options,Put,NIFTY,19550.0,0
246.1,2023-10-04 09:27:00,NFO,2023-10-19,246.1,246.05,246.05,12050,Options,Put,NIFTY,19550.0,100
246.85,2023-10-04 09:28:00,NFO,2023-10-19,246.85,244.35,246.1,12050,Options,Put,NIFTY,19550.0,600
247.1,2023-10-04 09:29:00,NFO,2023-10-19,247.2,247.1,247.2,12050,Options,Put,NIFTY,19550.0,1000
247.0,2023-10-04 09:30:00,NFO,2023-10-19,247.1,247.0,247.1,12500,Options,Put,NIFTY,19550.0,1150
247.2,2023-10-04 09:31:00,NFO,2023-10-19,247.2,247.0,247.0,12500,Options,Put,NIFTY,19550.0,50
250.95,2023-10-04 09:32:00,NFO,2023-10-19,250.95,247.2,247.2,12600,Options,Put,NIFTY,19550.0,0
250.95,2023-10-04 09:33:00,NFO,2023-10-19,250.95,250.95,250.95,12600,Options,Put,NIFTY,19550.0,100
250.95,2023-10-04 09:34:00,NFO,2023-10-19,250.95,250.95,250.95,12600,Options,Put,NIFTY,19550.0,0
255.9,2023-10-04 09:35:00,NFO,2023-10-19,255.9,250.95,250.95,12550,Options,Put,NIFTY,19550.0,100
254.2,2023-10-04 09:36:00,NFO,2023-10-19,255.9,254.2,255.9,12550,Options,Put,NIFTY,19550.0,1200
251.05,2023-10-04 09:37:00,NFO,2023-10-19,254.2,251.05,254.2,12550,Options,Put,NIFTY,19550.0,150
248.0,2023-10-04 09:38:00,NFO,2023-10-19,251.05,248.0,251.05,12550,Options,Put,NIFTY,19550.0,0
248.0,2023-10-04 09:39:00,NFO,2023-10-19,248.0,248.0,248.0,12550,Options,Put,NIFTY,19550.0,50
248.0,2023-10-04 09:40:00,NFO,2023-10-19,248.0,248.0,248.0,12550,Options,Put,NIFTY,19550.0,0
248.0,2023-10-04 09:41:00,NFO,2023-10-19,248.0,248.0,248.0,12550,Options,Put,NIFTY,19550.0,0
243.4,2023-10-04 09:42:00,NFO,2023-10-19,248.0,243.4,248.0,12550,Options,Put,NIFTY,19550.0,50
245.0,2023-10-04 09:43:00,NFO,2023-10-19,245.0,241.1,243.4,12550,Options,Put,NIFTY,19550.0,100
249.85,2023-10-04 09:44:00,NFO,2023-10-19,249.85,245.0,245.0,12550,Options,Put,NIFTY,19550.0,100
244.8,2023-10-04 09:45:00,NFO,2023-10-19,249.85,244.8,249.85,12500,Options,Put,NIFTY,19550.0,50
244.8,2023-10-04 09:46:00,NFO,2023-10-19,244.8,244.8,244.8,12500,Options,Put,NIFTY,19550.0,0
244.8,2023-10-04 09:47:00,NFO,2023-10-19,244.8,244.8,244.8,12500,Options,Put,NIFTY,19550.0,0
244.8,2023-10-04 09:48:00,NFO,2023-10-19,244.8,244.8,244.8,12500,Options,Put,NIFTY,19550.0,0
236.9,2023-10-04 09:49:00,NFO,2023-10-19,244.8,236.9,244.8,12500,Options,Put,NIFTY,19550.0,300
