close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
11.7,2023-11-22 09:15:00,NFO,2023-12-07,11.7,11.7,11.7,0,Options,Call,NIFTY,20500.0,0
11.7,2023-11-22 09:16:00,NFO,2023-12-07,11.7,11.7,11.7,0,Options,Call,NIFTY,20500.0,0
11.6,2023-11-22 09:17:00,NFO,2023-12-07,11.7,11.6,11.7,114150,Options,Call,NIFTY,20500.0,200
11.9,2023-11-22 09:18:00,NFO,2023-12-07,12.0,11.6,11.6,114150,Options,Call,NIFTY,20500.0,1800
12.0,2023-11-22 09:19:00,NFO,2023-12-07,12.0,11.8,11.9,114150,Options,Call,NIFTY,20500.0,450
11.25,2023-11-22 09:20:00,NFO,2023-12-07,12.0,11.25,12.0,116300,Options,Call,NIFTY,20500.0,1350
11.25,2023-11-22 09:21:00,NFO,2023-12-07,11.25,11.25,11.25,116300,Options,Call,NIFTY,20500.0,150
11.7,2023-11-22 09:22:00,NFO,2023-12-07,11.7,11.4,11.45,116300,Options,Call,NIFTY,20500.0,1650
11.8,2023-11-22 09:23:00,NFO,2023-12-07,12.0,11.55,11.65,117150,Options,Call,NIFTY,20500.0,3900
11.8,2023-11-22 09:24:00,NFO,2023-12-07,12.05,11.8,11.85,117150,Options,Call,NIFTY,20500.0,1300
11.75,2023-11-22 09:25:00,NFO,2023-12-07,11.9,11.75,11.8,117150,Options,Call,NIFTY,20500.0,450
11.65,2023-11-22 09:26:00,NFO,2023-12-07,11.65,11.55,11.55,117150,Options,Call,NIFTY,20500.0,500
11.6,2023-11-22 09:27:00,NFO,2023-12-07,11.65,11.6,11.65,117750,Options,Call,NIFTY,20500.0,150
11.55,2023-11-22 09:28:00,NFO,2023-12-07,11.6,11.55,11.6,117750,Options,Call,NIFTY,20500.0,50
11.35,2023-11-22 09:29:00,NFO,2023-12-07,11.55,11.35,11.55,117450,Options,Call,NIFTY,20500.0,750
11.5,2023-11-22 09:30:00,NFO,2023-12-07,11.5,11.5,11.5,117450,Options,Call,NIFTY,20500.0,400
11.5,2023-11-22 09:31:00,NFO,2023-12-07,11.55,11.5,11.55,117450,Options,Call,NIFTY,20500.0,1250
11.5,2023-11-22 09:32:00,NFO,2023-12-07,11.5,11.5,11.5,117450,Options,Call,NIFTY,20500.0,200
11.6,2023-11-22 09:33:00,NFO,2023-12-07,11.6,11.5,11.5,118450,Options,Call,NIFTY,20500.0,750
11.6,2023-11-22 09:34:00,NFO,2023-12-07,11.6,11.6,11.6,118450,Options,Call,NIFTY,20500.0,0
