close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
270.8,2023-12-01 09:15:00,NFO,2023-12-07,314.6,265.1,314.6,197800,Options,Put,NIFTY,20500.0,48500
272.8,2023-12-01 09:16:00,NFO,2023-12-07,278.65,270.6,270.6,197800,Options,Put,NIFTY,20500.0,29300
268.0,2023-12-01 09:17:00,NFO,2023-12-07,275.3,268.0,272.8,243300,Options,Put,NIFTY,20500.0,23400
260.1,2023-12-01 09:18:00,NFO,2023-12-07,268.0,259.25,268.0,243300,Options,Put,NIFTY,20500.0,32500
260.2,2023-12-01 09:19:00,NFO,2023-12-07,262.25,257.15,259.25,243300,Options,Put,NIFTY,20500.0,28650
256.0,2023-12-01 09:20:00,NFO,2023-12-07,260.2,254.0,260.2,274550,Options,Put,NIFTY,20500.0,26900
258.45,2023-12-01 09:21:00,NFO,2023-12-07,258.45,253.55,256.2,274550,Options,Put,NIFTY,20500.0,38850
259.0,2023-12-01 09:22:00,NFO,2023-12-07,263.0,257.35,257.85,274550,Options,Put,NIFTY,20500.0,17200
260.3,2023-12-01 09:23:00,NFO,2023-12-07,260.3,257.35,258.0,312600,Options,Put,NIFTY,20500.0,26900
259.65,2023-12-01 09:24:00,NFO,2023-12-07,260.3,257.85,260.3,312600,Options,Put,NIFTY,20500.0,12100
255.8,2023-12-01 09:25:00,NFO,2023-12-07,260.0,255.4,259.65,312600,Options,Put,NIFTY,20500.0,15850
255.5,2023-12-01 09:26:00,NFO,2023-12-07,256.05,254.0,255.5,332400,Options,Put,NIFTY,20500.0,30350
256.95,2023-12-01 09:27:00,NFO,2023-12-07,256.95,254.9,254.9,332400,Options,Put,NIFTY,20500.0,18850
252.5,2023-12-01 09:28:00,NFO,2023-12-07,257.95,252.5,256.95,332400,Options,Put,NIFTY,20500.0,8550
253.65,2023-12-01 09:29:00,NFO,2023-12-07,254.05,252.0,252.6,358150,Options,Put,NIFTY,20500.0,20550
252.8,2023-12-01 09:30:00,NFO,2023-12-07,254.45,251.9,253.65,358150,Options,Put,NIFTY,20500.0,9800
251.3,2023-12-01 09:31:00,NFO,2023-12-07,252.85,250.9,252.8,358150,Options,Put,NIFTY,20500.0,15850
250.55,2023-12-01 09:32:00,NFO,2023-12-07,252.3,250.55,251.3,368350,Options,Put,NIFTY,20500.0,10700
248.15,2023-12-01 09:33:00,NFO,2023-12-07,250.9,246.0,250.55,368350,Options,Put,NIFTY,20500.0,39400
256.9,2023-12-01 09:34:00,NFO,2023-12-07,257.15,247.9,248.1,368350,Options,Put,NIFTY,20500.0,21250
260.25,2023-12-01 09:35:00,NFO,2023-12-07,263.55,257.0,257.15,370650,Options,Put,NIFTY,20500.0,48300
