close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
604.3,2023-11-17 09:15:00,NFO,2023-11-30,653.0,589.0,653.0,515650,Options,Call,NIFTY,19200.0,550
609.0,2023-11-17 09:16:00,NFO,2023-11-30,611.9,600.75,600.75,515650,Options,Call,NIFTY,19200.0,1250
603.7,2023-11-17 09:17:00,NFO,2023-11-30,611.25,603.7,611.25,515900,Options,Call,NIFTY,19200.0,300
610.95,2023-11-17 09:18:00,NFO,2023-11-30,610.95,603.7,603.7,515900,Options,Call,NIFTY,19200.0,350
610.0,2023-11-17 09:19:00,NFO,2023-11-30,613.0,610.0,610.95,515900,Options,Call,NIFTY,19200.0,500
617.65,2023-11-17 09:20:00,NFO,2023-11-30,617.65,602.25,610.0,516600,Options,Call,NIFTY,19200.0,1650
625.65,2023-11-17 09:21:00,NFO,2023-11-30,625.65,614.95,617.65,516600,Options,Call,NIFTY,19200.0,500
629.15,2023-11-17 09:22:00,NFO,2023-11-30,630.0,625.45,625.65,516600,Options,Call,NIFTY,19200.0,200
622.8,2023-11-17 09:23:00,NFO,2023-11-30,629.15,622.8,629.15,516600,Options,Call,NIFTY,19200.0,50
631.7,2023-11-17 09:24:00,NFO,2023-11-30,631.7,622.8,622.8,515450,Options,Call,NIFTY,19200.0,350
632.1,2023-11-17 09:25:00,NFO,2023-11-30,632.1,629.05,631.7,515450,Options,Call,NIFTY,19200.0,500
622.8,2023-11-17 09:26:00,NFO,2023-11-30,622.8,622.8,622.8,515450,Options,Call,NIFTY,19200.0,50
621.0,2023-11-17 09:27:00,NFO,2023-11-30,622.8,617.35,622.8,515500,Options,Call,NIFTY,19200.0,200
632.0,2023-11-17 09:28:00,NFO,2023-11-30,632.0,621.0,621.0,515500,Options,Call,NIFTY,19200.0,650
631.95,2023-11-17 09:29:00,NFO,2023-11-30,632.0,631.95,632.0,515500,Options,Call,NIFTY,19200.0,550
620.35,2023-11-17 09:30:00,NFO,2023-11-30,631.95,620.35,631.95,515200,Options,Call,NIFTY,19200.0,600
618.4,2023-11-17 09:31:00,NFO,2023-11-30,620.35,618.4,620.35,515200,Options,Call,NIFTY,19200.0,1100
618.4,2023-11-17 09:32:00,NFO,2023-11-30,618.4,618.4,618.4,515200,Options,Call,NIFTY,19200.0,0
624.35,2023-11-17 09:33:00,NFO,2023-11-30,624.35,624.35,624.35,514300,Options,Call,NIFTY,19200.0,50
624.35,2023-11-17 09:34:00,NFO,2023-11-30,624.35,624.35,624.35,514300,Options,Call,NIFTY,19200.0,0
621.35,2023-11-17 09:35:00,NFO,2023-11-30,624.35,621.35,624.35,514300,Options,Call,NIFTY,19200.0,50
621.35,2023-11-17 09:36:00,NFO,2023-11-30,621.35,621.35,621.35,514300,Options,Call,NIFTY,19200.0,0
621.35,2023-11-17 09:37:00,NFO,2023-11-30,621.35,621.35,621.35,514300,Options,Call,NIFTY,19200.0,0
621.35,2023-11-17 09:38:00,NFO,2023-11-30,621.35,621.35,621.35,514300,Options,Call,NIFTY,19200.0,0
633.8,2023-11-17 09:39:00,NFO,2023-11-30,635.85,621.35,621.35,514200,Options,Call,NIFTY,19200.0,350
634.2,2023-11-17 09:40:00,NFO,2023-11-30,634.2,634.2,634.2,514200,Options,Call,NIFTY,19200.0,100
638.95,2023-11-17 09:41:00,NFO,2023-11-30,638.95,634.2,634.2,514050,Options,Call,NIFTY,19200.0,200
637.65,2023-11-17 09:42:00,NFO,2023-11-30,638.95,637.65,638.95,514050,Options,Call,NIFTY,19200.0,350
641.05,2023-11-17 09:43:00,NFO,2023-11-30,641.85,636.65,637.65,514050,Options,Call,NIFTY,19200.0,800
648.75,2023-11-17 09:44:00,NFO,2023-11-30,648.75,641.0,641.05,513600,Options,Call,NIFTY,19200.0,800
647.4,2023-11-17 09:45:00,NFO,2023-11-30,648.75,645.75,648.75,513600,Options,Call,NIFTY,19200.0,200
653.0,2023-11-17 09:46:00,NFO,2023-11-30,653.0,647.4,647.4,513600,Options,Call,NIFTY,19200.0,50
647.7,2023-11-17 09:47:00,NFO,2023-11-30,653.0,647.7,653.0,513600,Options,Call,NIFTY,19200.0,150
654.4,2023-11-17 09:48:00,NFO,2023-11-30,654.4,647.7,647.7,513150,Options,Call,NIFTY,19200.0,50
654.4,2023-11-17 09:49:00,NFO,2023-11-30,654.4,654.4,654.4,513150,Options,Call,NIFTY,19200.0,0
646.15,2023-11-17 09:50:00,NFO,2023-11-30,654.4,646.15,654.4,513050,Options,Call,NIFTY,19200.0,1100
645.0,2023-11-17 09:51:00,NFO,2023-11-30,645.4,643.4,645.4,513050,Options,Call,NIFTY,19200.0,550
654.0,2023-11-17 09:52:00,NFO,2023-11-30,654.0,645.0,645.0,513050,Options,Call,NIFTY,19200.0,50
654.0,2023-11-17 09:53:00,NFO,2023-11-30,654.0,654.0,654.0,513050,Options,Call,NIFTY,19200.0,0
646.2,2023-11-17 09:54:00,NFO,2023-11-30,654.0,646.2,654.0,512500,Options,Call,NIFTY,19200.0,200
646.2,2023-11-17 09:55:00,NFO,2023-11-30,646.2,646.2,646.2,512500,Options,Call,NIFTY,19200.0,0
651.25,2023-11-17 09:56:00,NFO,2023-11-30,651.25,646.2,646.2,512500,Options,Call,NIFTY,19200.0,50
666.95,2023-11-17 09:57:00,NFO,2023-11-30,667.35,651.25,651.25,512300,Options,Call,NIFTY,19200.0,550
665.15,2023-11-17 09:58:00,NFO,2023-11-30,668.95,663.55,666.95,512300,Options,Call,NIFTY,19200.0,850
668.55,2023-11-17 09:59:00,NFO,2023-11-30,668.55,665.15,665.15,512550,Options,Call,NIFTY,19200.0,950
678.7,2023-11-17 10:00:00,NFO,2023-11-30,678.7,668.55,668.55,512550,Options,Call,NIFTY,19200.0,3400
673.55,2023-11-17 10:01:00,NFO,2023-11-30,678.8,672.5,678.7,512550,Options,Call,NIFTY,19200.0,6450
672.45,2023-11-17 10:02:00,NFO,2023-11-30,674.6,672.35,673.55,518150,Options,Call,NIFTY,19200.0,2500
673.4,2023-11-17 10:03:00,NFO,2023-11-30,673.4,673.4,673.4,518150,Options,Call,NIFTY,19200.0,50
670.85,2023-11-17 10:04:00,NFO,2023-11-30,673.4,670.85,673.4,518150,Options,Call,NIFTY,19200.0,300
670.85,2023-11-17 10:05:00,NFO,2023-11-30,670.85,670.85,670.85,518150,Options,Call,NIFTY,19200.0,0
659.25,2023-11-17 10:06:00,NFO,2023-11-30,670.85,659.25,670.85,518150,Options,Call,NIFTY,19200.0,450
659.25,2023-11-17 10:07:00,NFO,2023-11-30,659.25,659.25,659.25,518150,Options,Call,NIFTY,19200.0,0
657.0,2023-11-17 10:08:00,NFO,2023-11-30,659.25,656.3,659.25,518000,Options,Call,NIFTY,19200.0,250
660.2,2023-11-17 10:09:00,NFO,2023-11-30,660.2,657.0,657.0,518000,Options,Call,NIFTY,19200.0,200
660.2,2023-11-17 10:10:00,NFO,2023-11-30,660.2,660.2,660.2,518000,Options,Call,NIFTY,19200.0,0
660.2,2023-11-17 10:11:00,NFO,2023-11-30,660.2,660.2,660.2,518000,Options,Call,NIFTY,19200.0,0
660.2,2023-11-17 10:12:00,NFO,2023-11-30,660.2,660.2,660.2,518000,Options,Call,NIFTY,19200.0,0
655.15,2023-11-17 10:13:00,NFO,2023-11-30,660.2,654.95,660.2,516850,Options,Call,NIFTY,19200.0,250
646.3,2023-11-17 10:14:00,NFO,2023-11-30,655.15,646.3,655.15,516650,Options,Call,NIFTY,19200.0,200
633.75,2023-11-17 10:15:00,NFO,2023-11-30,646.3,632.5,646.3,516650,Options,Call,NIFTY,19200.0,850
627.05,2023-11-17 10:16:00,NFO,2023-11-30,633.75,622.2,633.75,516650,Options,Call,NIFTY,19200.0,400
639.9,2023-11-17 10:17:00,NFO,2023-11-30,639.9,627.05,627.05,516300,Options,Call,NIFTY,19200.0,650
638.35,2023-11-17 10:18:00,NFO,2023-11-30,639.9,638.35,639.9,516300,Options,Call,NIFTY,19200.0,200
642.0,2023-11-17 10:19:00,NFO,2023-11-30,643.3,638.35,638.35,516300,Options,Call,NIFTY,19200.0,650
639.0,2023-11-17 10:20:00,NFO,2023-11-30,642.0,639.0,642.0,516300,Options,Call,NIFTY,19200.0,200
639.0,2023-11-17 10:21:00,NFO,2023-11-30,639.0,639.0,639.0,516300,Options,Call,NIFTY,19200.0,0
639.0,2023-11-17 10:22:00,NFO,2023-11-30,639.0,639.0,639.0,516300,Options,Call,NIFTY,19200.0,0
649.1,2023-11-17 10:23:00,NFO,2023-11-30,655.3,639.0,639.0,517100,Options,Call,NIFTY,19200.0,350
652.45,2023-11-17 10:24:00,NFO,2023-11-30,655.35,649.1,649.1,517100,Options,Call,NIFTY,19200.0,4050
653.25,2023-11-17 10:25:00,NFO,2023-11-30,654.8,652.45,652.45,517100,Options,Call,NIFTY,19200.0,1600
653.25,2023-11-17 10:26:00,NFO,2023-11-30,653.25,653.25,653.25,517100,Options,Call,NIFTY,19200.0,0
661.95,2023-11-17 10:27:00,NFO,2023-11-30,661.95,653.25,653.25,520200,Options,Call,NIFTY,19200.0,700
660.0,2023-11-17 10:28:00,NFO,2023-11-30,661.95,660.0,661.95,520200,Options,Call,NIFTY,19200.0,100
660.0,2023-11-17 10:29:00,NFO,2023-11-30,660.0,660.0,660.0,520200,Options,Call,NIFTY,19200.0,0
658.0,2023-11-17 10:30:00,NFO,2023-11-30,660.35,658.0,660.0,519900,Options,Call,NIFTY,19200.0,200
658.1,2023-11-17 10:31:00,NFO,2023-11-30,660.35,658.0,658.0,519900,Options,Call,NIFTY,19200.0,700
660.35,2023-11-17 10:32:00,NFO,2023-11-30,660.35,658.1,658.1,519900,Options,Call,NIFTY,19200.0,3000
668.4,2023-11-17 10:33:00,NFO,2023-11-30,668.4,660.35,660.35,519800,Options,Call,NIFTY,19200.0,1350
669.05,2023-11-17 10:34:00,NFO,2023-11-30,671.9,668.5,668.5,519800,Options,Call,NIFTY,19200.0,3850
665.65,2023-11-17 10:35:00,NFO,2023-11-30,669.05,665.6,669.05,525550,Options,Call,NIFTY,19200.0,2600
665.2,2023-11-17 10:36:00,NFO,2023-11-30,666.6,665.15,665.65,525550,Options,Call,NIFTY,19200.0,2700
661.9,2023-11-17 10:37:00,NFO,2023-11-30,664.2,661.9,664.2,525550,Options,Call,NIFTY,19200.0,800
666.4,2023-11-17 10:38:00,NFO,2023-11-30,666.4,664.5,665.6,531050,Options,Call,NIFTY,19200.0,1600
