close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
12.5,2023-11-15 09:15:00,NFO,2023-11-30,12.5,6.35,6.35,138250,Options,Call,NIFTY,20150.0,3400
13.9,2023-11-15 09:16:00,NFO,2023-11-30,14.2,11.8,12.5,138250,Options,Call,NIFTY,20150.0,2700
14.1,2023-11-15 09:17:00,NFO,2023-11-30,14.25,13.85,13.9,136050,Options,Call,NIFTY,20150.0,7500
13.75,2023-11-15 09:18:00,NFO,2023-11-30,14.15,13.6,14.15,136050,Options,Call,NIFTY,20150.0,7600
13.5,2023-11-15 09:19:00,NFO,2023-11-30,13.8,13.45,13.8,136050,Options,Call,NIFTY,20150.0,3800
13.2,2023-11-15 09:20:00,NFO,2023-11-30,13.55,13.15,13.45,139100,Options,Call,NIFTY,20150.0,3900
13.0,2023-11-15 09:21:00,NFO,2023-11-30,13.2,12.9,13.2,139100,Options,Call,NIFTY,20150.0,2350
12.5,2023-11-15 09:22:00,NFO,2023-11-30,13.0,12.35,13.0,139100,Options,Call,NIFTY,20150.0,2550
12.85,2023-11-15 09:23:00,NFO,2023-11-30,12.85,12.45,12.45,139100,Options,Call,NIFTY,20150.0,1400
13.15,2023-11-15 09:24:00,NFO,2023-11-30,13.2,13.1,13.15,140150,Options,Call,NIFTY,20150.0,600
13.45,2023-11-15 09:25:00,NFO,2023-11-30,13.45,13.0,13.0,140150,Options,Call,NIFTY,20150.0,2650
13.6,2023-11-15 09:26:00,NFO,2023-11-30,13.65,13.45,13.5,139400,Options,Call,NIFTY,20150.0,3400
13.8,2023-11-15 09:27:00,NFO,2023-11-30,13.85,13.55,13.55,139400,Options,Call,NIFTY,20150.0,4550
13.75,2023-11-15 09:28:00,NFO,2023-11-30,13.8,13.6,13.8,139400,Options,Call,NIFTY,20150.0,4800
14.5,2023-11-15 09:29:00,NFO,2023-11-30,14.55,13.9,13.9,146650,Options,Call,NIFTY,20150.0,8300
14.35,2023-11-15 09:30:00,NFO,2023-11-30,14.45,14.25,14.45,146650,Options,Call,NIFTY,20150.0,6400
15.1,2023-11-15 09:31:00,NFO,2023-11-30,15.1,14.35,14.35,146650,Options,Call,NIFTY,20150.0,900
15.1,2023-11-15 09:32:00,NFO,2023-11-30,15.35,15.0,15.1,146400,Options,Call,NIFTY,20150.0,1550
14.7,2023-11-15 09:33:00,NFO,2023-11-30,15.1,14.7,15.1,146400,Options,Call,NIFTY,20150.0,650
14.5,2023-11-15 09:34:00,NFO,2023-11-30,14.6,14.45,14.6,146400,Options,Call,NIFTY,20150.0,2200
14.95,2023-11-15 09:35:00,NFO,2023-11-30,14.95,14.5,14.5,144200,Options,Call,NIFTY,20150.0,550
14.8,2023-11-15 09:36:00,NFO,2023-11-30,14.9,14.7,14.7,144200,Options,Call,NIFTY,20150.0,1850
14.45,2023-11-15 09:37:00,NFO,2023-11-30,14.75,14.45,14.7,144200,Options,Call,NIFTY,20150.0,550
14.45,2023-11-15 09:38:00,NFO,2023-11-30,14.45,14.35,14.45,143100,Options,Call,NIFTY,20150.0,600
14.55,2023-11-15 09:39:00,NFO,2023-11-30,14.6,14.45,14.45,143100,Options,Call,NIFTY,20150.0,2250
14.65,2023-11-15 09:40:00,NFO,2023-11-30,14.7,14.55,14.55,143100,Options,Call,NIFTY,20150.0,3750
14.45,2023-11-15 09:41:00,NFO,2023-11-30,14.75,14.45,14.65,146750,Options,Call,NIFTY,20150.0,2450
14.4,2023-11-15 09:42:00,NFO,2023-11-30,14.45,14.4,14.45,146750,Options,Call,NIFTY,20150.0,2000
14.3,2023-11-15 09:43:00,NFO,2023-11-30,14.4,14.3,14.4,146750,Options,Call,NIFTY,20150.0,550
14.05,2023-11-15 09:44:00,NFO,2023-11-30,14.3,14.05,14.3,146750,Options,Call,NIFTY,20150.0,1400
14.75,2023-11-15 09:45:00,NFO,2023-11-30,14.75,14.2,14.2,146650,Options,Call,NIFTY,20150.0,5750
15.25,2023-11-15 09:46:00,NFO,2023-11-30,15.25,14.85,14.85,146650,Options,Call,NIFTY,20150.0,600
15.35,2023-11-15 09:47:00,NFO,2023-11-30,15.4,15.25,15.25,148000,Options,Call,NIFTY,20150.0,1250
15.05,2023-11-15 09:48:00,NFO,2023-11-30,15.4,15.05,15.3,148000,Options,Call,NIFTY,20150.0,4400
14.8,2023-11-15 09:49:00,NFO,2023-11-30,15.1,14.75,15.1,148000,Options,Call,NIFTY,20150.0,2900
