close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
51.65,2023-11-12 18:15:00,NFO,2023-11-30,52.9,43.3,48.0,152700,Options,Put,NIFTY,19150.0,3950
47.25,2023-11-12 18:16:00,NFO,2023-11-30,51.65,47.25,51.65,152700,Options,Put,NIFTY,19150.0,1150
47.35,2023-11-12 18:17:00,NFO,2023-11-30,47.8,47.3,47.3,155150,Options,Put,NIFTY,19150.0,900
47.8,2023-11-12 18:18:00,NFO,2023-11-30,47.8,47.25,47.35,155150,Options,Put,NIFTY,19150.0,1600
47.6,2023-11-12 18:19:00,NFO,2023-11-30,48.0,47.6,47.8,155150,Options,Put,NIFTY,19150.0,2350
46.8,2023-11-12 18:20:00,NFO,2023-11-30,47.4,46.65,47.4,156350,Options,Put,NIFTY,19150.0,4150
46.15,2023-11-12 18:21:00,NFO,2023-11-30,46.7,46.05,46.7,156350,Options,Put,NIFTY,19150.0,8300
45.75,2023-11-12 18:22:00,NFO,2023-11-30,46.1,45.65,45.8,156350,Options,Put,NIFTY,19150.0,5900
45.85,2023-11-12 18:23:00,NFO,2023-11-30,46.2,45.85,46.1,160200,Options,Put,NIFTY,19150.0,3700
45.4,2023-11-12 18:24:00,NFO,2023-11-30,45.4,45.2,45.4,160200,Options,Put,NIFTY,19150.0,2700
46.45,2023-11-12 18:25:00,NFO,2023-11-30,46.55,45.4,45.4,160200,Options,Put,NIFTY,19150.0,42400
46.2,2023-11-12 18:26:00,NFO,2023-11-30,46.7,46.2,46.45,181300,Options,Put,NIFTY,19150.0,4800
46.0,2023-11-12 18:27:00,NFO,2023-11-30,46.4,46.0,46.2,181300,Options,Put,NIFTY,19150.0,4750
46.25,2023-11-12 18:28:00,NFO,2023-11-30,46.25,45.95,46.0,181300,Options,Put,NIFTY,19150.0,2300
46.15,2023-11-12 18:29:00,NFO,2023-11-30,46.25,46.05,46.25,179250,Options,Put,NIFTY,19150.0,1900
46.4,2023-11-12 18:30:00,NFO,2023-11-30,46.4,46.15,46.15,179250,Options,Put,NIFTY,19150.0,1050
47.0,2023-11-12 18:31:00,NFO,2023-11-30,47.0,46.4,46.4,179250,Options,Put,NIFTY,19150.0,650
47.15,2023-11-12 18:32:00,NFO,2023-11-30,47.2,46.95,47.0,178900,Options,Put,NIFTY,19150.0,1050
47.4,2023-11-12 18:33:00,NFO,2023-11-30,47.4,47.15,47.15,178900,Options,Put,NIFTY,19150.0,300
47.4,2023-11-12 18:34:00,NFO,2023-11-30,47.4,47.3,47.3,178900,Options,Put,NIFTY,19150.0,2150
47.0,2023-11-12 18:35:00,NFO,2023-11-30,47.4,47.0,47.4,177800,Options,Put,NIFTY,19150.0,750
47.05,2023-11-12 18:36:00,NFO,2023-11-30,47.2,46.85,47.15,177800,Options,Put,NIFTY,19150.0,2400
46.9,2023-11-12 18:37:00,NFO,2023-11-30,47.2,46.85,47.05,177800,Options,Put,NIFTY,19150.0,3600
47.4,2023-11-12 18:38:00,NFO,2023-11-30,47.4,47.15,47.15,177800,Options,Put,NIFTY,19150.0,1300
46.8,2023-11-12 18:39:00,NFO,2023-11-30,47.4,46.8,47.4,177800,Options,Put,NIFTY,19150.0,3200
46.65,2023-11-12 18:40:00,NFO,2023-11-30,46.9,46.55,46.8,177800,Options,Put,NIFTY,19150.0,9150
45.85,2023-11-12 18:41:00,NFO,2023-11-30,46.65,45.85,46.65,176500,Options,Put,NIFTY,19150.0,8950
