,close,datetime,exchange_code,high,low,open,stock_code,volume
0,2100.25,2024-03-11 09:07:00,NSE,2100.25,2100.25,2100.25,ASTPOL,0
1,2086.3,2024-03-11 09:15:00,NSE,2090.55,2077.8,2090.55,ASTPOL,11190
2,2086.55,2024-03-11 09:16:00,NSE,2091.45,2085.85,2087.4,ASTPOL,7427
3,2089.85,2024-03-11 09:17:00,NSE,2091.3,2086.1,2086.65,ASTPOL,4935
4,2093.45,2024-03-11 09:18:00,NSE,2095.95,2088.05,2089.05,ASTPOL,6255
5,2097.05,2024-03-11 09:19:00,NSE,2097.05,2086.85,2093.25,ASTPOL,5175
6,2103.0,2024-03-11 09:20:00,NSE,2103.9,2096.9,2098.1,ASTPOL,5750
7,2100.25,2024-03-11 09:21:00,NSE,2106.85,2100.25,2103.0,ASTPOL,4448
8,2099.6,2024-03-11 09:22:00,NSE,2105.4,2097.35,2101.55,ASTPOL,3521
9,2096.4,2024-03-11 09:23:00,NSE,2102.15,2096.15,2098.0,ASTPOL,2420
10,2099.05,2024-03-11 09:24:00,NSE,2099.35,2096.4,2096.4,ASTPOL,1108
11,2099.0,2024-03-11 09:25:00,NSE,2100.55,2099.0,2099.05,ASTPOL,1316
12,2099.2,2024-03-11 09:26:00,NSE,2101.15,2097.15,2099.85,ASTPOL,4042
13,2092.9,2024-03-11 09:27:00,NSE,2099.2,2091.7,2099.2,ASTPOL,4813
14,2097.25,2024-03-11 09:28:00,NSE,2099.35,2092.9,2092.9,ASTPOL,3765
15,2099.0,2024-03-11 09:29:00,NSE,2100.0,2096.05,2097.25,ASTPOL,2372
16,2098.45,2024-03-11 09:30:00,NSE,2099.1,2097.1,2099.0,ASTPOL,2188
17,2100.4,2024-03-11 09:31:00,NSE,2101.6,2098.5,2098.5,ASTPOL,2637
18,2095.4,2024-03-11 09:32:00,NSE,2100.45,2095.2,2100.4,ASTPOL,1905
19,2098.5,2024-03-11 09:33:00,NSE,2099.05,2096.2,2096.95,ASTPOL,1190
20,2098.1,2024-03-11 09:34:00,NSE,2099.9,2097.2,2098.5,ASTPOL,1096
21,2101.2,2024-03-11 09:35:00,NSE,2101.2,2098.25,2098.85,ASTPOL,641
22,2101.75,2024-03-11 09:36:00,NSE,2102.0,2100.25,2101.2,ASTPOL,524
23,2103.65,2024-03-11 09:37:00,NSE,2104.95,2101.0,2101.75,ASTPOL,1326
24,2100.0,2024-03-11 09:38:00,NSE,2104.85,2097.65,2103.65,ASTPOL,2112
25,2103.2,2024-03-11 09:39:00,NSE,2103.9,2098.95,2100.0,ASTPOL,312
26,2103.0,2024-03-11 09:40:00,NSE,2105.1,2102.75,2104.65,ASTPOL,1501
27,2105.0,2024-03-11 09:41:00,NSE,2105.25,2102.85,2103.0,ASTPOL,954
