,datetime,close,exchange_code,high,low,open,stock_code,volume
0,2022-06-13 09:30:00,915.55,NSE,916.95,915.55,916.9,CORINT,415
1,2022-06-13 09:31:00,913.1,NSE,915.4,912.4,915.4,CORINT,2428
2,2022-06-13 09:32:00,915.15,NSE,915.15,912.2,913.1,CORINT,1112
3,2022-06-13 09:33:00,912.75,NSE,916.0,912.75,916.0,CORINT,2055
4,2022-06-13 09:34:00,914.35,NSE,914.35,912.3,912.3,CORINT,213
5,2022-06-13 09:35:00,914.75,NSE,915.1,914.4,914.8,CORINT,411
6,2022-06-13 09:36:00,914.9,NSE,915.45,914.3,915.45,CORINT,275
7,2022-06-13 09:37:00,914.8,NSE,914.9,914.05,914.85,CORINT,452
8,2022-06-13 09:38:00,914.8,NSE,914.8,914.0,914.8,CORINT,189
9,2022-06-13 09:39:00,916.0,NSE,916.0,914.0,914.8,CORINT,245
10,2022-06-13 09:40:00,916.75,NSE,916.75,916.1,916.1,CORINT,393
11,2022-06-13 09:41:00,914.9,NSE,915.0,913.3,913.3,CORINT,1275
12,2022-06-13 09:42:00,914.2,NSE,915.0,914.0,914.0,CORINT,202
13,2022-06-13 09:43:00,914.65,NSE,914.65,914.0,914.2,CORINT,260
14,2022-06-13 09:44:00,913.85,NSE,914.6,913.8,914.6,CORINT,160
15,2022-06-13 09:45:00,914.6,NSE,914.7,913.85,913.85,CORINT,501
16,2022-06-13 09:46:00,915.35,NSE,915.4,914.6,914.6,CORINT,231
17,2022-06-13 09:47:00,916.25,NSE,916.25,915.3,915.35,CORINT,1115
18,2022-06-13 09:48:00,916.65,NSE,916.75,916.3,916.3,CORINT,164
19,2022-06-13 09:49:00,916.6,NSE,916.6,914.8,916.1,CORINT,426
20,2022-06-13 09:50:00,917.05,NSE,917.95,914.95,915.9,CORINT,945
21,2022-06-13 09:51:00,917.6,NSE,918.85,917.1,918.0,CORINT,1124
22,2022-06-13 09:52:00,918.8,NSE,919.35,918.15,919.1,CORINT,623
23,2022-06-13 09:53:00,918.35,NSE,918.9,917.45,918.9,CORINT,795
24,2022-06-13 09:54:00,917.95,NSE,918.45,917.95,918.35,CORINT,344
25,2022-06-13 09:55:00,917.65,NSE,918.45,916.65,918.45,CORINT,799
26,2022-06-13 09:56:00,918.2,NSE,918.2,916.8,916.8,CORINT,259
27,2022-06-13 09:57:00,918.75,NSE,919.0,918.3,918.3,CORINT,740
28,2022-06-13 09:58:00,919.55,NSE,919.55,918.1,918.2,CORINT,770
29,2022-06-13 09:59:00,919.8,NSE,919.8,919.0,919.0,CORINT,548
30,2022-06-13 10:00:00,918.35,NSE,919.8,918.35,919.8,CORINT,535
31,2022-06-13 10:01:00,917.2,NSE,918.3,917.1,918.3,CORINT,480
32,2022-06-13 10:02:00,917.05,NSE,917.8,917.05,917.8,CORINT,78
33,2022-06-13 10:03:00,916.35,NSE,917.4,915.55,917.4,CORINT,349
34,2022-06-13 10:04:00,916.35,NSE,916.35,915.55,915.6,CORINT,474
35,2022-06-13 10:05:00,914.25,NSE,916.3,914.2,916.3,CORINT,598
36,2022-06-13 10:06:00,915.7,NSE,915.9,915.7,915.75,CORINT,300
37,2022-06-13 10:07:00,915.45,NSE,915.45,915.05,915.15,CORINT,488
38,2022-06-13 10:08:00,915.55,NSE,915.6,914.7,915.6,CORINT,76
39,2022-06-13 10:09:00,916.35,NSE,916.35,915.3,915.6,CORINT,361
40,2022-06-13 10:10:00,915.55,NSE,916.0,914.65,915.8,CORINT,843
41,2022-06-13 10:11:00,915.1,NSE,915.1,915.05,915.1,CORINT,12
42,2022-06-13 10:12:00,916.3,NSE,916.3,915.4,916.0,CORINT,652
43,2022-06-13 10:13:00,916.3,NSE,916.35,916.15,916.35,CORINT,164
44,2022-06-13 10:14:00,916.3,NSE,916.3,916.2,916.3,CORINT,110
45,2022-06-13 10:15:00,916.3,NSE,916.3,916.2,916.3,CORINT,81
46,2022-06-13 10:16:00,916.2,NSE,916.3,916.2,916.3,CORINT,17
47,2022-06-13 10:17:00,916.35,NSE,916.35,916.25,916.3,CORINT,212
