close,exchange_code,high,low,open,stock_code,volume
725.75,NSE,725.85,725.0,725.25,AXIBAN,27824
725.1,NSE,725.7,724.05,725.65,AXIBAN,44759
725.75,NSE,726.0,724.55,724.9,AXIBAN,24998
726.6,NSE,726.7,725.5,725.7,AXIBAN,35495
726.75,NSE,727.5,726.65,726.65,AXIBAN,22075
725.8,NSE,727.2,725.75,726.8,AXIBAN,40330
727.0,NSE,727.55,725.75,725.75,AXIBAN,87028
727.4,NSE,727.45,727.0,727.0,AXIBAN,56299
727.75,NSE,727.85,727.4,727.4,AXIBAN,13847
727.0,NSE,727.75,727.0,727.75,AXIBAN,42991
727.95,NSE,728.25,727.0,727.05,AXIBAN,26206
727.15,NSE,728.3,727.0,727.95,AXIBAN,18595
727.2,NSE,727.45,727.0,727.0,AXIBAN,23199
727.05,NSE,727.2,727.0,727.05,AXIBAN,98370
726.4,NSE,727.1,726.0,727.05,AXIBAN,69456
726.3,NSE,727.25,726.25,726.25,AXIBAN,10614
725.75,NSE,726.3,725.1,726.3,AXIBAN,18382
725.75,NSE,725.9,725.75,725.8,AXIBAN,10256
726.65,NSE,726.65,725.75,725.75,AXIBAN,15748
726.1,NSE,726.7,726.0,726.65,AXIBAN,26446
725.35,NSE,726.25,725.1,726.1,AXIBAN,25974
724.65,NSE,725.35,724.6,725.0,AXIBAN,33186
724.85,NSE,725.3,724.55,724.9,AXIBAN,13210
724.6,NSE,725.05,724.55,724.85,AXIBAN,13417
724.45,NSE,724.8,724.45,724.8,AXIBAN,16529
723.25,NSE,724.85,723.0,724.4,AXIBAN,32269
722.05,NSE,723.3,721.6,723.0,AXIBAN,44229
721.45,NSE,722.3,721.2,722.3,AXIBAN,26368
722.0,NSE,722.3,721.35,721.45,AXIBAN,18530
722.25,NSE,722.55,721.75,722.05,AXIBAN,15485
720.15,NSE,722.25,720.15,722.0,AXIBAN,41905
719.85,NSE,720.15,718.3,720.1,AXIBAN,54981
720.95,NSE,721.0,719.65,719.85,AXIBAN,11891
721.6,NSE,721.95,720.5,721.0,AXIBAN,16397
722.05,NSE,722.2,721.4,721.4,AXIBAN,18299
722.3,NSE,722.3,722.0,722.05,AXIBAN,9295
721.1,NSE,722.55,720.45,722.3,AXIBAN,30377
722.4,NSE,722.4,721.0,721.0,AXIBAN,33065
722.2,NSE,722.55,722.1,722.4,AXIBAN,17075
722.05,NSE,722.3,722.0,722.2,AXIBAN,38273
723.15,NSE,723.15,722.0,722.05,AXIBAN,56759
723.15,NSE,723.15,722.5,723.15,AXIBAN,62134
723.6,NSE,723.95,723.0,723.1,AXIBAN,18624
723.55,NSE,724.0,723.55,723.9,AXIBAN,13197
723.7,NSE,723.7,723.3,723.7,AXIBAN,13320
723.8,NSE,724.0,723.6,723.7,AXIBAN,6942
723.3,NSE,724.0,723.05,724.0,AXIBAN,12846
722.4,NSE,723.3,722.4,723.3,AXIBAN,13772
722.3,NSE,722.9,722.2,722.55,AXIBAN,9905
722.35,NSE,722.85,722.1,722.35,AXIBAN,7885
722.2,NSE,722.5,722.1,722.3,AXIBAN,11649
722.6,NSE,722.6,722.25,722.25,AXIBAN,3409
722.4,NSE,722.75,722.4,722.5,AXIBAN,7281
722.9,NSE,723.0,722.15,722.45,AXIBAN,13589
722.15,NSE,723.1,721.85,723.0,AXIBAN,16489
722.15,NSE,722.15,721.5,722.15,AXIBAN,16848
722.75,NSE,722.8,722.1,722.1,AXIBAN,5126
722.1,NSE,722.8,721.95,722.75,AXIBAN,4518
722.4,NSE,722.6,722.0,722.1,AXIBAN,7514
722.65,NSE,722.9,722.4,722.5,AXIBAN,16271
721.95,NSE,722.65,721.95,722.65,AXIBAN,4520
722.1,NSE,722.15,721.5,722.0,AXIBAN,6397
722.35,NSE,722.45,721.7,722.1,AXIBAN,9582
723.1,NSE,723.3,722.1,722.35,AXIBAN,21453
723.45,NSE,723.45,722.75,723.1,AXIBAN,15490
724.5,NSE,724.55,723.2,723.45,AXIBAN,19994
724.1,NSE,724.3,723.55,724.0,AXIBAN,10750
723.1,NSE,724.35,723.1,724.1,AXIBAN,28357
724.35,NSE,724.35,723.25,723.3,AXIBAN,14557
724.2,NSE,724.35,724.05,724.3,AXIBAN,10274
723.85,NSE,724.55,723.8,724.2,AXIBAN,21701
724.3,NSE,724.35,723.55,723.95,AXIBAN,9642
723.5,NSE,724.25,723.5,724.2,AXIBAN,5633
723.65,NSE,723.9,722.95,723.25,AXIBAN,11879
723.2,NSE,723.6,723.1,723.45,AXIBAN,6349
723.2,NSE,723.75,723.0,723.2,AXIBAN,31132
723.55,NSE,723.8,723.1,723.15,AXIBAN,11449
723.85,NSE,723.85,723.1,723.4,AXIBAN,7386
724.25,NSE,724.25,723.8,723.85,AXIBAN,11634
723.9,NSE,724.25,723.8,724.25,AXIBAN,16330
724.45,NSE,724.45,723.55,723.9,AXIBAN,14894
725.7,NSE,725.7,724.25,724.5,AXIBAN,27550
725.5,NSE,726.15,725.1,725.7,AXIBAN,49260
725.6,NSE,725.95,725.3,725.7,AXIBAN,13969
726.05,NSE,726.35,725.55,725.55,AXIBAN,18041
726.0,NSE,726.2,725.45,725.95,AXIBAN,11423
725.9,NSE,726.1,725.6,726.1,AXIBAN,12706
725.25,NSE,726.05,725.0,725.9,AXIBAN,12802
724.4,NSE,725.4,724.35,725.25,AXIBAN,11363
724.8,NSE,725.15,724.15,724.15,AXIBAN,17776
724.9,NSE,725.05,724.5,724.8,AXIBAN,13228
